State,Year,Season,Crop,Area,Production,Rainfall,avg_temp,PH Value of Soil,Type of soil,Suitable Fertilizer,Crop_yield
1,2001,1,0,418,199,3080.9,16.45,5.5,3,1,18519
1,2001,1,5,9718,27033,3080.9,16.45,5.5,3,1,42301
1,2001,4,0,81,33,3080.9,16.7,5.5,3,1,67290
1,2001,4,1,7015,25250000,3080.9,16.7,5.5,3,1,250538
1,2001,4,0,344,1124,3080.9,16.7,5.5,3,1,13333
1,2001,4,6,81,2379,3080.9,16.7,5.5,3,1,41096
1,2001,4,5,100,5,3080.9,17.41,5.5,3,1,69533
1,2006,1,5,6854.3,18995.62,2404.7,17.41,5.5,3,1,260110
1,2006,4,0,1160,3011.7,2404.7,17.41,5.5,3,1,10000
1,2006,4,0,957.57,8582,2404.7,17.41,5.5,3,1,41292
1,2006,4,0,175,191.14,2404.7,17.48,5.5,3,1,16500
1,2006,4,0,40.5,44,2404.7,17.48,5.5,3,1,78936
1,2006,4,1,3575,15400000,2404.7,17.48,5.5,3,1,28000
1,2006,4,0,235.72,824.3,2404.7,17.48,5.5,3,1,16571
1,2006,4,0,98.66,929,2404.7,17.48,5.5,3,1,6315
1,2006,4,0,35.62,21.4,2404.7,16.26,5.5,3,1,19231
1,2006,4,6,71.3,1500,2404.7,16.26,5.5,3,1,90747
1,2006,4,5,30,240,2404.7,16.26,5.5,3,1,26786
1,2006,4,6,255,1420,2404.7,16.26,5.5,3,1,24231
1,2006,4,5,68,408,2404.7,16.26,5.5,3,1,10809
1,2010,0,5,6791,20118,3157.1,16.27,5.5,3,1,22828
1,2010,0,6,73.33,889.2,3157.1,16.27,5.5,3,1,107917
1,2010,2,0,1296,2290,3157.1,16.27,5.5,3,1,24733
1,2010,2,2,294.5,90.8,3157.1,16.27,5.5,3,1,40000
1,2010,2,0,168,13.5,3157.1,16.27,5.5,3,1,9939
1,2010,2,0,84.5,39,3157.1,17,5.5,3,1,12500
1,2010,2,0,254,402,3157.1,17,5.5,3,1,111215
1,2010,2,0,110,1011.84,3157.1,17,5.5,3,1,23111
1,2010,2,2,4.75,6.8,3157.1,17,5.5,3,1,50000
1,2010,2,0,86.7,96.4,3157.1,17,5.5,3,1,8097
1,2010,2,0,1168.6,556.55,3157.1,17.88,5.5,3,1,4512
1,2010,2,5,2.9,1.9,3157.1,17.88,5.5,3,1,95078
1,2010,2,5,109,480,3157.1,17.88,5.5,3,1,21374
1,2010,2,5,68,376.5,3157.1,17.88,5.5,3,1,7999
1,2010,2,6,1059.5,458.79,3157.1,17.36,5.5,3,1,16115
1,2010,4,0,657,7968,3157.1,17.36,5.5,3,1,136768
1,2010,4,1,3668,12700000,3157.1,17.36,5.5,3,1,19598
1,2010,4,6,186.5,1355,3157.1,17.36,5.5,3,1,12667
1,2002,1,5,10695.8,31600.82,2620.2,17.36,5.5,3,1,8924
1,2002,4,0,3105,5267,2620.2,16.76,5.5,3,1,17154
1,2002,4,0,1524,10882,2620.2,16.76,5.5,3,1,134629
0,2002,4,0,487,102.5,2620.2,16.76,5.5,3,1,17861
0,2002,4,0,81,24,2620.2,16.76,5.5,3,1,14750
0,2002,4,1,7060,26830000,2620.2,16.76,5.5,3,1,13090
0,2002,4,0,239,20.9,2620.2,17.84,5.5,3,1,21417
0,2002,4,0,352,1145,2620.2,17.84,5.5,3,1,141042
0,2002,4,0,85.1,40.31,2620.2,17.84,5.5,3,1,15000
0,2002,4,6,455,13760,2620.2,17.84,5.5,3,1,40000
0,2003,1,5,10509.37,30760.7,2355.9,17.84,5.5,3,1,8016
0,2003,4,0,3118,5182,2355.9,17.14,5.5,3,1,17222
0,2003,4,0,1530,11558,2355.9,17.14,5.5,3,1,160256
0,2003,4,0,497,104.37,2355.9,17.14,5.5,3,1,15000
0,2003,4,0,116.5,26.14,2355.9,17.14,5.5,3,1,24500
0,2003,4,1,7110,26660000,2355.9,17.14,5.5,3,1,8847
0,2003,4,0,340,578,2355.9,17.97,5.5,3,1,22375
0,2003,4,0,406,1299.2,2355.9,17.97,5.5,3,1,153532
0,2003,4,0,82.09,35.51,2355.9,17.97,5.5,3,1,13942
0,2003,4,6,268,2879.52,2355.9,17.97,5.5,3,1,27000
0,2004,1,5,10681.98,29119.66,2460.1,17.97,5.5,3,1,10711
0,2004,4,0,3160.67,3975.2,2460.1,17.9,5.5,3,1,36186
0,2004,4,0,1912.1,17374.4,2460.1,17.9,5.5,3,1,166143
0,2004,4,0,570,104.36,2460.1,17.9,5.5,3,1,13052
0,2004,4,0,116.5,25.1,2460.1,17.9,5.5,3,1,69500
0,2004,4,1,7156.7,34750000,2460.1,17.9,5.5,3,1,9194
0,2004,4,0,340,822.8,2460.1,18.13,5.5,3,1,27175
0,2004,4,0,410,1462,2460.1,18.13,5.5,3,1,147018
0,2004,4,0,89.3,46.5,2460.1,18.13,5.5,3,1,12314
0,2004,4,6,145.26,1560,2460.1,18.13,5.5,3,1,27750
0,2005,1,5,8683.38,25870.98,2954.7,18.13,5.5,3,1,11104
0,2005,4,0,3250.78,3058.46,2954.7,17.85,5.5,3,1,33480
0,2005,4,0,1656.8,10251.13,2954.7,17.85,5.5,3,1,183774
0,2005,4,0,656.45,35.95,2954.7,17.85,5.5,3,1,12959
0,2005,4,0,118.5,30.22,2954.7,17.85,5.5,3,1,33900
0,2005,4,1,7050.45,26430000,2954.7,17.85,5.5,3,1,10739
0,2005,4,0,370.7,877.6,2954.7,17.38,5.5,3,1,31729
0,2005,4,0,200,1800,2954.7,17.38,5.5,3,1,203585
0,2005,4,0,53.55,34.2,2954.7,17.38,5.5,3,1,12829
0,2005,4,6,128.02,2448.2,2954.7,17.38,5.5,3,1,43316
0,2005,4,5,131.9,700.35,2954.7,17.38,5.5,3,1,13582
0,2005,4,6,254.5,1480,2954.7,17.19,5.5,3,1,33864
0,2005,4,5,81.7,572,2954.7,17.19,5.5,3,1,216267
0,2006,1,5,921.87,2539.64,2404.7,17.19,5.5,3,1,12998
0,2006,4,0,2000,2350,2404.7,17.19,5.5,3,1,33486
0,2006,4,0,483,4150,2404.7,17.19,5.5,3,1,15057
0,2006,4,0,413.1,20.18,2404.7,18.13,5.5,3,1,65668
0,2006,4,0,79.5,26,2404.7,18.13,5.5,3,1,220689
0,2006,4,1,3483.09,14190000,2404.7,18.13,5.5,3,1,12769
0,2006,4,0,124.6,34.7,2404.7,18.13,5.5,3,1,56728
0,2006,4,0,100.9,900,2404.7,18.13,5.5,3,1,15068
0,2006,4,0,24,14.98,2404.7,17.42,5.5,3,1,85625
0,2006,4,6,53.5,999.5,2404.7,17.42,5.5,3,1,189927
0,2006,4,5,30.4,220,2404.7,17.42,5.5,3,1,13375
0,2006,4,6,40,160,2404.7,17.42,5.5,3,1,119059
0,2006,4,5,10,60,2404.7,17.42,5.5,3,1,12742
0,2010,0,5,1595.5,3788,3157.1,17.55,5.5,3,1,44714
0,2010,0,6,67.5,402,3157.1,17.55,5.5,3,1,236393
0,2010,2,0,1912,1900,3157.1,17.55,5.5,3,1,13952
0,2010,2,2,20.5,13.2,3157.1,17.55,5.5,3,1,61786
0,2010,2,0,409,98,3157.1,17.55,5.5,3,1,11038
0,2010,2,0,15,10.5,3157.1,17.78,5.5,3,1,30914
0,2010,2,0,128,148,3157.1,17.78,5.5,3,1,250764
0,2010,2,0,94,828.52,3157.1,17.78,5.5,3,1,14594
0,2010,2,2,15.5,7.6,3157.1,17.78,5.5,3,1,90465
0,2010,2,0,73,253,3157.1,17.78,5.5,3,1,15975
0,2010,2,0,29.9,17.85,3157.1,17.59,5.5,3,1,25827
0,2010,2,5,1,0.5,3157.1,17.59,5.5,3,1,270526
0,2010,2,5,32,235,3157.1,17.59,5.5,3,1,15305
0,2010,2,5,10,105,3157.1,17.59,5.5,3,1,30286
0,2010,2,6,34,15.05,3157.1,17.59,5.5,3,1,14838
0,2010,4,0,360,5517,3157.1,17.79,5.5,3,1,23374
0,2010,4,1,3540,11000000,3157.1,17.79,5.5,3,1,292806
0,2010,4,6,22.5,220,3157.1,17.79,5.5,3,1,16081
2,2004,1,0,2453,2674,2545.7,17.79,5.5,3,1,100000
2,2004,1,5,3342,1914,2545.7,17.79,5.5,3,1,17405
2,2004,1,6,532,495,2545.7,17.91,5.5,3,1,25583
2,2004,2,7,30,60,2545.7,17.91,5.5,3,1,304291
2,2004,4,0,13,18,2545.7,17.91,5.5,3,1,16667
2,2004,4,0,60,420,2545.7,17.91,5.5,3,1,206000
2,2004,4,4,86,688,2545.7,17.91,5.5,3,1,17639
2,2004,4,6,5,50,2545.7,17.65,5.5,3,1,33649
2,2004,4,5,8,20,2545.7,17.65,5.5,3,1,303218
2,2005,1,0,3000,2700,2335.5,17.65,5.5,3,1,17778
2,2005,1,5,3400,5000,2335.5,17.65,5.5,3,1,60000
2,2005,1,6,585,525,2335.5,17.65,5.5,3,1,19100
2,2005,2,7,32,65,2335.5,24.12,5.5,3,1,41177
2,2005,4,0,20,28,2335.5,24.12,5.5,3,1,2736
2,2005,4,0,65,455,2335.5,24.12,5.5,3,1,40000
2,2005,4,4,90,720,2335.5,24.12,5.5,3,1,9512
2,2005,4,6,7,70,2335.5,24.12,5.5,3,1,89342
2,2005,4,5,10,25,2335.5,24.12,5.5,3,1,7995
2,2006,1,0,3234,3719,2259.6,24.02,5.5,3,1,40295
2,2006,1,5,4060,3004,2259.6,24.02,5.5,3,1,4013
2,2006,1,6,586,492,2259.6,24.02,5.5,3,1,40000
2,2006,2,7,34,73,2259.6,24.02,5.5,3,1,10000
2,2006,4,0,21,30,2259.6,24.02,5.5,3,1,83001
2,2006,4,0,158,1199,2259.6,24.02,5.5,3,1,8000
2,2006,4,0,76,75,2259.6,23.96,5.5,3,1,42295
2,2006,4,4,102,925,2259.6,23.96,5.5,3,1,3778
2,2006,4,6,7,7,2259.6,23.96,5.5,3,1,40000
2,2006,4,5,15,76,2259.6,23.96,5.5,3,1,9106
2,2007,1,0,3360,3763,3020.7,23.96,5.5,3,1,90000
2,2007,1,5,4085,2530,3020.7,23.96,5.5,3,1,8000
2,2007,1,6,635,521,3020.7,24.15,5.5,3,1,42295
2,2007,2,7,30,48,3020.7,24.15,5.5,3,1,2627
2,2007,4,0,22,314,3020.7,24.15,5.5,3,1,70000
2,2007,4,0,160,1179,3020.7,24.15,5.5,3,1,8000
2,2007,4,0,95,98,3020.7,24.15,5.5,3,1,88095
2,2007,4,4,104,847,3020.7,24.15,5.5,3,1,8876
2,2007,4,6,6,36,3020.7,24.04,5.5,3,1,58596
2,2007,4,5,18,90,3020.7,24.04,5.5,3,1,2463
2,2008,1,0,3461,4049,2244.4,24.04,5.5,3,1,90000
2,2008,1,5,3901,2516,2244.4,24.04,5.5,3,1,8750
2,2008,1,6,667,553,2244.4,24.04,5.5,3,1,83192
2,2008,2,7,30,49,2244.4,24.04,5.5,3,1,10000
2,2008,4,0,20,26,2244.4,24.56,5.5,3,1,51000
2,2008,4,0,168,1267,2244.4,24.56,5.5,3,1,3517
2,2008,4,0,100,95,2244.4,24.56,5.5,3,1,76738
2,2008,4,4,115,936,2244.4,24.56,5.5,3,1,14615
2,2008,4,6,7,38,2244.4,24.56,5.5,3,1,81138
2,2008,4,5,19,93,2244.4,24.56,5.5,3,1,11855
2,2009,1,0,3490,4257,1749.9,24.11,5.5,3,1,48077
2,2009,1,5,3945,2355.33,1749.9,24.11,5.5,3,1,6993
2,2009,1,6,675,499,1749.9,24.11,5.5,3,1,70000
2,2009,2,7,25,37,1749.9,24.11,5.5,3,1,17500
2,2009,4,0,18,25,1749.9,24.11,5.5,3,1,85455
2,2009,4,0,200,1600,1749.9,24.11,5.5,3,1,13738
2,2009,4,0,3945,3533,1749.9,24.06,5.5,3,1,44205
2,2009,4,4,120,1080,1749.9,24.06,5.5,3,1,5959
2,2009,4,6,6,31,1749.9,24.06,5.5,3,1,68571
2,2009,4,5,22,66,1749.9,24.06,5.5,3,1,20000
2,2010,1,0,3450,4485,2855.7,24.06,5.5,3,1,78098
2,2010,1,5,3949,3631,2855.7,24.06,5.5,3,1,15509
2,2010,1,6,695,556,2855.7,24.96,5.5,3,1,55728
2,2010,2,7,10,15,2855.7,24.96,5.5,3,1,7396
2,2010,4,0,20,30,2855.7,24.96,5.5,3,1,62724
2,2010,4,0,115,920,2855.7,24.96,5.5,3,1,20000
2,2010,4,0,137,137,2855.7,24.96,5.5,3,1,76256
2,2010,4,4,110,935,2855.7,24.96,5.5,3,1,17143
2,2010,4,5,20,50,2855.7,24.37,5.5,3,1,59821
2,2011,1,0,3560,4747,2193.7,24.37,5.5,3,1,6361
2,2011,1,5,3489,2988,2193.7,24.37,5.5,3,1,54597
2,2011,1,6,1381,1104,2193.7,24.37,5.5,3,1,14235
2,2011,2,7,10,16,2193.7,24.37,5.5,3,1,82865
2,2011,4,0,22,35,2193.7,24.37,5.5,3,1,17391
2,2011,4,0,118,950,2193.7,24.41,5.5,3,1,82992
2,2011,4,0,139,154,2193.7,24.41,5.5,3,1,5745
2,2011,4,4,117,1043,2193.7,24.41,5.5,3,1,29885
2,2011,4,5,20,51,2193.7,24.41,5.5,3,1,13454
2,2012,1,0,3995,3885,3440.3,24.41,5.5,3,1,3333
2,2012,1,5,3561,2996,3440.3,24.41,5.5,3,1,2333
2,2012,1,6,1381,1105,3440.3,24.41,5.5,3,1,34938
2,2012,2,7,13,20,3440.3,24.41,5.5,3,1,17023
2,2012,4,0,24,96,3440.3,24.43,5.5,3,1,94072
2,2012,4,0,120,980,3440.3,24.43,5.5,3,1,5754
2,2012,4,0,139,139,3440.3,24.43,5.5,3,1,42552
2,2012,4,4,120,1022,3440.3,24.43,5.5,3,1,13701
2,2012,4,5,18,41,3440.3,24.43,5.5,3,1,3571
2,2013,1,0,3595,3885,2042.9,24.43,5.5,3,1,2500
2,2013,1,5,3561,2624,2042.9,24.43,5.5,3,1,44458
2,2013,1,6,1381,1105,2042.9,24.43,5.5,3,1,16667
2,2013,2,7,13,20,2042.9,24.79,5.5,3,1,110071
2,2013,4,0,24,95,2042.9,24.79,5.5,3,1,6706
2,2013,4,0,120,980,2042.9,24.79,5.5,3,1,42754
2,2013,4,0,139,139,2042.9,24.79,5.5,3,1,13198
2,2013,4,4,120,1022,2042.9,24.79,5.5,3,1,3400
2,2013,4,5,18,40,2042.9,24.79,5.5,3,1,2857
2,2014,1,0,1290,3197,2403.2,24.79,5.5,3,1,42190
2,2014,1,5,3561,2394,2403.2,24.79,5.5,3,1,15455
2,2014,1,6,2367,2792,2403.2,24.22,5.5,3,1,125605
2,2014,4,0,28,57,2403.2,24.22,5.5,3,1,5404
2,2014,4,0,63,1270,2403.2,24.22,5.5,3,1,20150
2,2014,4,0,254,246,2403.2,24.22,5.5,3,1,11584
2,2014,4,4,33,138,2403.2,24.22,5.5,3,1,3333
2,2014,4,5,27,613,2403.2,24.22,5.5,3,1,3600
2,1997,1,0,1520,2725,2274.9,24.22,5.5,3,1,45360
2,1997,1,5,11500,13800,2274.9,24.22,5.5,3,1,12442
2,1997,1,6,424,313,2274.9,24.41,5.5,3,1,117628
2,1997,1,6,2000,1500,2274.9,24.41,5.5,3,1,6736
2,1997,1,5,373,450,2274.9,24.41,5.5,3,1,23646
2,1997,1,5,51,24,2274.9,24.41,5.5,3,1,6977
2,1997,2,2,285,277,2274.9,24.41,5.5,3,1,3333
2,1997,2,6,4205,3300,2274.9,24.41,5.5,3,1,3793
2,1997,2,6,230,4695,2274.9,24.41,5.5,3,1,46159
2,1997,2,7,240,260,2274.9,24.41,5.5,3,1,10946
2,1997,4,0,5500,4450,2274.9,24.14,5.5,3,1,117201
2,1998,1,0,1575,2450,3616.7,24.14,5.5,3,1,4687
2,1998,1,5,11550,14316,3616.7,24.14,5.5,3,1,52148
2,1998,1,6,430,244,3616.7,24.14,5.5,3,1,4947
2,1998,1,6,2000,1305,3616.7,24.14,5.5,3,1,4091
2,1998,1,5,520,592,3616.7,24.14,5.5,3,1,4286
2,1998,1,5,55,20,3616.7,24.14,5.5,3,1,44240
2,1998,2,2,120,126,3616.7,24.14,5.5,3,1,10000
2,1998,2,6,4215,3200,3616.7,24.24,5.5,3,1,115387
2,1998,2,7,225,230,3616.7,24.24,5.5,3,1,5091
2,1998,4,0,535,470,3616.7,24.24,5.5,3,1,62138
2,1998,4,0,150,795,3616.7,24.24,5.5,3,1,5143
2,1998,4,0,5625,4295,3616.7,24.24,5.5,3,1,4031
2,1998,4,4,350,1650,3616.7,24.24,5.5,3,1,6883
2,1998,4,6,240,4650,3616.7,24.24,5.5,3,1,58855
2,1998,4,5,105,535,3616.7,24.24,5.5,3,1,10000
2,1999,1,0,1620,2610,2316.6,24.27,5.5,3,1,148084
2,1999,1,5,11600,13733,2316.6,24.27,5.5,3,1,7946
2,1999,1,6,2000,1375,2316.6,24.27,5.5,3,1,85085
2,1999,2,7,225,235,2316.6,24.27,5.5,3,1,5084
2,1999,4,0,540,485,2316.6,24.27,5.5,3,1,929
2,1999,4,0,155,850,2316.6,24.27,5.5,3,1,8575
2,1999,4,0,5675,4475,2316.6,24.27,5.5,3,1,65437
2,1999,4,4,350,1775,2316.6,24.27,5.5,3,1,10000
2,1999,4,5,1190,775,2316.6,24.33,5.5,3,1,151759
2,1999,4,6,255,4800,2316.6,24.33,5.5,3,1,6614
2,1999,4,5,110,565,2316.6,24.33,5.5,3,1,86509
2,2000,1,0,864,1322,2596.8,24.33,5.5,3,1,6028
2,2000,1,5,11925,16387,2596.8,24.33,5.5,3,1,2480
2,2000,1,6,2000,1375,2596.8,24.33,5.5,3,1,4449
2,2000,2,7,225,235,2596.8,24.33,5.5,3,1,66475
2,2000,4,0,314,415,2596.8,24.33,5.5,3,1,10000
2,2000,4,0,437,2308,2596.8,24.44,5.5,3,1,155782
2,2000,4,0,3484,2857,2596.8,24.44,5.5,3,1,7200
2,2000,4,4,755,3238,2596.8,24.44,5.5,3,1,87425
2,2000,4,5,293,238,2596.8,24.44,5.5,3,1,7403
2,2000,4,6,215,648,2596.8,24.44,5.5,3,1,2814
2,2000,4,5,99,455,2596.8,24.44,5.5,3,1,4446
2,2001,1,0,985,1473,2036,24.44,5.5,3,1,63001
2,2001,1,5,11857,16250,2036,24.44,5.5,3,1,10526
2,2001,1,6,2010,1608,2036,24.15,5.5,3,1,133649
2,2001,2,7,200,220,2036,24.15,5.5,3,1,7376
2,2001,4,0,308,410,2036,24.15,5.5,3,1,81366
2,2001,4,0,477,2242,2036,24.15,5.5,3,1,8914
2,2001,4,0,3509,2864,2036,24.15,5.5,3,1,3320
2,2001,4,4,25,133,2036,24.15,5.5,3,1,5294
2,2001,4,5,297,230,2036,24.15,5.5,3,1,65512
2,2001,4,6,220,605,2036,24.15,5.5,3,1,10959
2,2001,4,5,95,444,2036,24.24,5.5,3,1,100073
2,2002,1,0,915,1373,2389.2,24.24,5.5,3,1,7770
2,2002,1,5,11860,16780,2389.2,24.24,5.5,3,1,69381
2,2002,1,6,2020,1616,2389.2,24.24,5.5,3,1,7703
2,2002,2,7,200,320,2389.2,24.24,5.5,3,1,998
2,2002,4,0,320,480,2389.2,24.24,5.5,3,1,1641
2,2002,4,0,450,2475,2389.2,24.24,5.5,3,1,52954
2,2002,4,0,3500,2887,2389.2,24.24,5.5,3,1,11258
2,2002,4,4,50,290,2389.2,24.55,5.5,3,1,140517
2,2002,4,5,300,305,2389.2,24.55,5.5,3,1,9467
2,2002,4,6,170,510,2389.2,24.55,5.5,3,1,63303
2,2002,4,5,80,416,2389.2,24.55,5.5,3,1,12744
2,2003,1,0,918,1432,2451.8,24.55,5.5,3,1,2415
2,2003,1,5,11867,18508,2451.8,24.55,5.5,3,1,4405
2,2003,1,6,2000,1640,2451.8,24.55,5.5,3,1,73409
2,2003,2,7,205,392,2451.8,24.55,5.5,3,1,9022
2,2003,4,0,345,534,2451.8,17.46,5.5,3,1,100000
2,2003,4,0,425,2402,2451.8,17.67,5.5,3,1,100000
2,2003,4,0,3522,2556,2451.8,17.46,5.5,3,1,34608
2,2003,4,4,48,264,2451.8,17.67,5.5,3,1,34608
2,2003,4,5,310,328,2451.8,17.46,5.5,3,1,202747
2,2003,4,6,145,975,2451.8,17.67,5.5,3,1,202747
2,2003,4,5,65,335,2451.8,17.46,5.5,3,1,36709
2,2004,1,0,920,1440,2545.7,17.67,5.5,3,1,36709
2,2004,1,5,11885,18630,2545.7,17.46,5.5,3,1,28116
2,2004,1,6,2050,1640,2545.7,17.67,5.5,3,1,28116
2,2004,2,7,210,401,2545.7,17.46,5.5,3,1,21566
2,2004,4,0,400,415,2545.7,17.67,5.5,3,1,21566
2,2004,4,0,20,145,2545.7,17.46,5.5,3,1,131864
2,2004,4,0,3540,2578,2545.7,17.67,5.5,3,1,131864
2,2004,4,4,104,959,2545.7,17.46,5.5,3,1,18947
2,2004,4,6,100,1600,2545.7,17.67,5.5,3,1,18947
2,2005,1,0,1460,2090,2335.5,17.64,5.5,3,1,100000
2,2005,1,5,11905,18667,2335.5,17.86,5.5,3,1,100000
2,2005,1,6,2060,1668,2335.5,17.64,5.5,3,1,40444
2,2005,2,7,160,240,2335.5,17.86,5.5,3,1,40444
2,2005,4,0,719,982,2335.5,17.64,6.5,3,1,205692
2,2005,4,0,475,2707,2335.5,17.86,6.5,3,1,205692
